Track ID,Entry time,Exit Time,Movement Tracks
14,20,125,813,319,818,335,820,362,817,451,814,384,816,478
4,5,135,902,272,904,264,899,266,899,268,895,272,895,273,889,270,886,272
1,5,160,403,438,410,438,410,440,419,440,423,445,426,441,435,438,441,435,443,434,454,438,459,437,466,437,458,437,462,437,468,434,475,434,471,433,450,437,459,438,468,438,482,441,488,443,485,440
2,5,160,623,439,625,447,627,448,631,445,616,444,602,441,608,442,607,443,599,443,595,444,601,438,596,441,597,438,594,440,601,439,601,438,613,441,602,440,618,439,614,439,609,442,608,443,609,445,605,444,528,446,542,444,593,442,564,440,571,443,587,443,574,449,573,452
3,5,160,877,453,879,458,902,452,902,448,954,443,942,456,950,453,947,455,946,456,937,450,954,456,970,450,963,472,976,452,970,471,1008,450,1006,477
5,5,160,112,320,108,331,106,334,105,337,100,333,98,333,97,333,94,333,91,334,90,334,90,334,91,334,89,334,88,335,88,336,88,335,88,337,88,336,88,337,87,338,87,338,87,338,87,339,86,339,87,340,78,339,76,340,74,340,73,341,75,341,73,341,68,342
6,5,160,237,312,231,310,233,311,221,312,222,311,224,310,223,313,220,316,223,316,222,316,217,317,218,315,216,314,215,315,213,315,213,317,216,318,199,320,199,319,199,320,200,318,197,319,197,318,194,337,191,335,188,335,183,336
7,5,160,346,315,348,316,349,315,354,315,357,312,354,314,393,315,432,312,438,297,438,313,440,313,444,316,448,332,443,339
8,5,160,188,345,184,345,182,346,180,344,182,341,178,344,176,345,177,345,176,344,176,345,189,341,187,340,193,335,191,339,147,354,144,354,141,355,142,357
10,5,160,691,379,690,381,690,382,691,367,694,379,697,380,695,380,698,381,698,384,701,383,702,386,709,388,710,385,711,388,715,401,715,390,721,402,717,390,723,403,726,403,728,403,728,405,731,404,730,407,732,408,732,408,732,408,733,408,730,410,733,411,734,412,739,413
11,5,160,508,410,513,409,522,410,519,411,524,409,369,435,378,411,379,412,379,413,378,412,368,413,369,410,367,390,370,411,389,432,390,429,390,429,392,430,400,432,406,431,405,430,404,439,400,432,397,433,399,438
15,25,160,280,322,281,331,280,334,280,334,283,333,276,335,276,334,273,334,268,335,273,335,272,337,274,338,268,337,267,338,271,339,262,336,262,337,310,344,304,338,304,337,303,337,301,339,299,338,299,338,301,339
25,60,160,317,335,315,334,315,336,317,340,323,343,311,343,311,346,307,347,305,353,297,345,301,344,279,345,274,345,263,344,258,341,253,342,244,333,245,340,244,343,240,344,236,344
26,65,160,767,428,771,410,774,410,807,409,804,411,810,409,807,409,809,409,810,409,807,407,809,408,806,408,805,408,797,409,798,410
27,65,160,889,291,889,293,890,293,893,294,891,292,860,292,858,293,860,294,859,294
32,80,160,939,295,939,295,939,293,940,293,938,293,937,315,934,315,935,316,935,320,936,337,936,338,935,339,966,358,967,361,969,364
33,80,160,900,478,888,452,888,450,930,476,943,474,941,475,949,487,966,502,982,505,989,502,994,500,1004,500,1011,497,1010,496,1015,485,1012,490,1015,485
41,115,160,875,443,879,447,878,449,876,444,880,440,883,440,882,444,881,444,884,441,881,446
